Center.x,Center.y,Left.x,Left.y,Right.x,Right.y,Top.x,Top.y,Bottom.x,Bottom.y,avg_value
1253.49,367.421,1246.87,367.421,1260.11,367.421,1253.49,363.887,1253.49,370.954,53.3298
1360.94,367.313,1351.96,367.313,1369.92,367.313,1360.94,362.873,1360.94,371.753,60.6829
1323.84,367.157,1316.35,367.157,1331.33,367.157,1323.84,363.097,1323.84,371.217,52.8943
1217.84,367.592,1209.72,367.592,1225.97,367.592,1217.84,363.185,1217.84,371.999,52.6
1181.65,367.677,1173.17,367.677,1190.13,367.677,1181.65,363.219,1181.65,372.135,52.3377
1148.55,367.406,1139.69,367.406,1157.41,367.406,1148.55,362.816,1148.55,371.995,54.4321
1113.02,367.525,1103.87,367.525,1122.17,367.525,1113.02,362.939,1113.02,372.11,53.4946
812.976,366.518,806.179,366.518,819.773,366.518,812.976,362.979,812.976,370.057,55.6239
1043.78,367.037,1034.18,367.037,1053.38,367.037,1043.78,362.32,1043.78,371.754,56.5944
1007.15,366.34,998.928,366.34,1015.37,366.34,1007.15,362.37,1007.15,370.309,57.2826
882.889,366.556,874.041,366.556,891.736,366.556,882.889,362.028,882.889,371.084,59.6012
848.288,366.134,840.603,366.134,855.973,366.134,848.288,361.93,848.288,370.338,59.1471
777.697,366.087,769.808,366.087,785.585,366.087,777.697,362.112,777.697,370.062,56.053
742.969,366.096,736.098,366.096,749.841,366.096,742.969,362.196,742.969,369.995,58.949
705.769,366.392,697.184,366.392,714.355,366.392,705.769,361.963,705.769,370.821,58.141
1078.26,367.059,1067.63,367.059,1088.9,367.059,1078.26,361.063,1078.26,373.054,59.004
971.475,366.408,961.493,366.408,981.458,366.408,971.475,360.909,971.475,371.906,68.9269
917.618,366.312,907.297,366.312,927.939,366.312,917.618,361.272,917.618,371.351,69.0476
671.29,365.337,663.238,365.337,679.342,365.337,671.29,360.895,671.29,369.78,59.4552
636.452,366.514,626.989,366.514,645.914,366.514,636.452,361.066,636.452,371.961,64.6579
406.412,364.879,398.28,364.879,414.544,364.879,406.412,360.705,406.412,369.052,58.4362
371.163,365.08,364.302,365.08,378.024,365.08,371.163,361.3,371.163,368.86,57.53
300.219,364.396,291.929,364.396,308.508,364.396,300.219,360.653,300.219,368.138,51.7338
600.796,364.811,592.091,364.811,609.5,364.811,600.796,360.25,600.796,369.372,58.6125
565.336,364.785,556.679,364.785,573.992,364.785,565.336,360.309,565.336,369.261,57.576
531,365,520.272,365,541.728,365,531,359.635,531,370.365,68.9333
475.927,365.09,465.217,365.09,486.637,365.09,475.927,359.914,475.927,370.266,68.2427
441.51,364.951,432.777,364.951,450.244,364.951,441.51,360.6,441.51,369.302,60.1
336.368,364.621,327.807,364.621,344.929,364.621,336.368,360.12,336.368,369.122,51.6815
265.582,364.092,257.089,364.092,274.076,364.092,265.582,359.865,265.582,368.32,51.4675
229.04,364.146,220.59,364.146,237.49,364.146,229.04,359.822,229.04,368.471,53.6538
193.175,364.004,183.258,364.004,203.093,364.004,193.175,358.746,193.175,369.262,59.2685
156.829,363.465,148.133,363.465,165.525,363.465,156.829,358.819,156.829,368.111,52.593
121.164,362.9,113.029,362.9,129.299,362.9,121.164,358.736,121.164,367.063,51.5753
84.9585,362.031,75.5585,362.031,94.3584,362.031,84.9585,356.869,84.9585,367.193,62.267
1290.73,346.908,1286.77,346.908,1294.69,346.908,1290.73,344.688,1290.73,349.129,48.1707
972.12,347.38,964.741,347.38,979.499,347.38,972.12,343.761,972.12,350.999,57.5091
1362.06,346.606,1354.96,346.606,1369.16,346.606,1362.06,342.931,1362.06,350.281,50.3274
1326.11,346.745,1317.76,346.745,1334.45,346.745,1326.11,342.725,1326.11,350.764,58.3121
1254.17,346.82,1245.62,346.82,1262.71,346.82,1254.17,342.659,1254.17,350.982,56.9371
1218.82,347.189,1210.39,347.189,1227.24,347.189,1218.82,343.018,1218.82,351.359,52.1056
1183.48,347.477,1174.09,347.477,1192.87,347.477,1183.48,342.809,1183.48,352.145,54.123
1113,347.5,1103.68,347.5,1122.32,347.5,1113,342.8,1113,352.2,53.8984
1077.7,347.363,1068.9,347.363,1086.5,347.363,1077.7,342.768,1077.7,351.958,53.5404
1043.98,347.372,1036.45,347.372,1051.5,347.372,1043.98,343.327,1043.98,351.417,53.7661
1007.79,347.499,1000.02,347.499,1015.56,347.499,1007.79,343.444,1007.79,351.554,56.5197
846.184,346.01,840.228,346.01,852.14,346.01,846.184,342.846,846.184,349.175,52.0941
1148.4,347.3,1138,347.3,1158.79,347.3,1148.4,341.683,1148.4,352.916,62.5991
916.109,346.5,908.023,346.5,924.194,346.5,916.109,342.3,916.109,350.7,57.9185
775.954,345.992,767.734,345.992,784.174,345.992,775.954,341.801,775.954,350.184,56.3311
636.25,346.156,627.728,346.156,644.773,346.156,636.25,342.07,636.25,350.241,58.2639
600.507,346.258,593.307,346.258,607.708,346.258,600.507,342.415,600.507,350.101,56.069
566.424,346.234,558.65,346.234,574.198,346.234,566.424,342.127,566.424,350.342,56.4308
530.79,346.125,523.222,346.125,538.358,346.125,530.79,342.178,530.79,350.071,56.168
405.767,345.109,401.336,345.109,410.197,345.109,405.767,342.453,405.767,347.765,53.6596
880.918,345.989,871.494,345.989,890.342,345.989,880.918,340.992,880.918,350.986,63.6335
811.082,345.677,802.024,345.677,820.139,345.677,811.082,341.014,811.082,350.34,63.4107
740.111,345.524,731.184,345.524,749.038,345.524,740.111,340.934,740.111,350.114,59.3855
705.758,346.836,695.197,346.836,716.318,346.836,705.758,341.376,705.758,352.296,67.0897
670.43,346.13,661.167,346.13,679.694,346.13,670.43,341.176,670.43,351.085,59.5784
475.164,344.565,466.746,344.565,483.581,344.565,475.164,340.129,475.164,349.001,56.1987
440.214,344.848,431.143,344.848,449.286,344.848,440.214,339.781,440.214,349.915,66.1833
370.197,344.501,361.6,344.501,378.794,344.501,370.197,339.876,370.197,349.126,61.5325
335.029,344.297,325.975,344.297,344.083,344.297,335.029,339.72,335.029,348.873,52.2651
299.502,344.594,289.895,344.594,309.11,344.594,299.502,339.704,299.502,349.484,55.3763
193.472,344.135,184.774,344.135,202.17,344.135,193.472,339.951,193.472,348.319,53.2152
158.095,343.661,150.726,343.661,165.464,343.661,158.095,340.017,158.095,347.305,52.7297
85.5648,343.409,78.7518,343.409,92.3779,343.409,85.5648,339.781,85.5648,347.038,50.6147
265.403,344.43,254.568,344.43,276.239,344.43,265.403,338.762,265.403,350.099,61.6385
229.081,344.225,220.098,344.225,238.063,344.225,229.081,339.548,229.081,348.902,54.622
121.119,343.05,113.031,343.05,129.206,343.05,121.119,338.896,121.119,347.204,49.9448
1360.6,328.167,1353.87,328.167,1367.33,328.167,1360.6,324.151,1360.6,332.183,52.3303
1324.56,327.57,1318.1,327.57,1331.02,327.57,1324.56,324.055,1324.56,331.084,52.5
1288.8,328.388,1280.3,328.388,1297.3,328.388,1288.8,323.702,1288.8,333.075,56.0476
1253.9,327.997,1245.76,327.997,1262.03,327.997,1253.9,323.796,1253.9,332.198,52.2877
916.92,327.888,909.02,327.888,924.82,327.888,916.92,323.762,916.92,332.015,56.1135
636.12,326.425,630.68,326.425,641.561,326.425,636.12,323.673,636.12,329.178,52.2174
1217.25,327.518,1208.88,327.518,1225.63,327.518,1217.25,322.996,1217.25,332.04,51.7091
1075.03,326.544,1068.55,326.544,1081.51,326.544,1075.03,322.929,1075.03,330.159,47.9412
1005,327.347,996.851,327.347,1013.14,327.347,1005,322.821,1005,331.872,57.8082
970.682,327.419,961.062,327.419,980.302,327.419,970.682,322.745,970.682,332.092,59.634
881.725,327.359,873.024,327.359,890.426,327.359,881.725,322.66,881.725,332.057,59.7544
776.218,326.941,767.99,326.941,784.447,326.941,776.218,322.709,776.218,331.173,56.6933
1182.22,327.472,1172.07,327.472,1192.38,327.472,1182.22,321.915,1182.22,333.028,60.8771
1146.68,326.835,1137.79,326.835,1155.56,326.835,1146.68,322.259,1146.68,331.411,52.9455
1040.55,326.584,1030.58,326.584,1050.52,326.584,1040.55,321.7,1040.55,331.468,59.161
846.547,327.043,836.78,327.043,856.315,327.043,846.547,321.826,846.547,332.261,62.6343
811.413,326.642,802.846,326.642,819.981,326.642,811.413,322.059,811.413,331.226,58.5823
478.6,326.036,470.811,326.036,486.388,326.036,478.6,321.833,478.6,330.239,56.3929
442.954,326.236,434.988,326.236,450.919,326.236,442.954,322.162,442.954,330.31,57.9618
1111.01,326.56,1101.1,326.56,1120.92,326.56,1111.01,321.558,1111.01,331.561,57.1542
741.103,326.376,731.068,326.376,751.139,326.376,741.103,320.756,741.103,331.996,69.0829
706,325.732,697.794,325.732,714.207,325.732,706,321.308,706,330.156,56.6533
670.196,326.104,660.35,326.104,680.042,326.104,670.196,320.935,670.196,331.273,63.8404
600.066,325.756,590.833,325.756,609.299,325.756,600.066,320.77,600.066,330.742,61.9194
565.596,325.551,556.917,325.551,574.275,325.551,565.596,320.982,565.596,330.12,55.7299
530.308,325.684,521.412,325.684,539.204,325.684,530.308,321.014,530.308,330.354,60.4699
407.554,326.299,398.829,326.299,416.28,326.299,407.554,321.268,407.554,331.33,63.5143
372.292,325.576,364.381,325.576,380.204,325.576,372.292,321.198,372.292,329.953,58.6241
194.508,323.828,189.205,323.828,199.81,323.828,194.508,320.864,194.508,326.793,47.9531
337.056,324.683,328.027,324.683,346.084,324.683,337.056,320.02,337.056,329.346,53.1796
265.195,324.332,256.67,324.332,273.72,324.332,265.195,319.721,265.195,328.943,52.4295
122.579,323.707,114.921,323.707,130.237,323.707,122.579,319.853,122.579,327.56,51.472
300.89,324.604,289.993,324.604,311.786,324.604,300.89,318.919,300.89,330.289,62.6902
229.844,324.151,220.113,324.151,239.576,324.151,229.844,319.099,229.844,329.204,60.4061
158.234,323.283,149.594,323.283,166.874,323.283,158.234,318.807,158.234,327.758,57.6667
87.1551,323.467,79.0831,323.467,95.2271,323.467,87.1551,319.243,87.1551,327.69,54.5556
1290.09,308.258,1283.26,308.258,1296.92,308.258,1290.09,304.817,1290.09,311.698,52.1856
1253.2,308.087,1246.41,308.087,1259.99,308.087,1253.2,304.867,1253.2,311.308,50.1633
1361.17,308.105,1352.34,308.105,1369.99,308.105,1361.17,303.94,1361.17,312.271,59.0807
1324.3,308.27,1317.17,308.27,1331.43,308.27,1324.3,304.448,1324.3,312.093,51.7217
1218.51,308.069,1210.77,308.069,1226.25,308.069,1218.51,303.922,1218.51,312.215,50.1884
1182.49,308.337,1174.61,308.337,1190.37,308.337,1182.49,304.276,1182.49,312.398,51.5
1112.13,308.271,1102.88,308.271,1121.37,308.271,1112.13,303.682,1112.13,312.859,54.0702
881.665,308.049,872.78,308.049,890.55,308.049,881.665,303.803,881.665,312.295,57.7683
845.994,307.983,838.079,307.983,853.908,307.983,845.994,303.807,845.994,312.159,56.6549
812.358,307.548,805.229,307.548,819.488,307.548,812.358,303.847,812.358,311.249,55.4397
777.045,307.835,769.335,307.835,784.755,307.835,777.045,303.805,777.045,311.866,55.373
741.024,307.607,733.583,307.607,748.465,307.607,741.024,303.659,741.024,311.555,56.7967
1146.79,308.065,1137.65,308.065,1155.93,308.065,1146.79,302.949,1146.79,313.18,53.3112
1042.05,307.938,1032.81,307.938,1051.29,307.938,1042.05,303.307,1042.05,312.569,55.9017
1005.34,307.455,996.975,307.455,1013.7,307.455,1005.34,302.943,1005.34,311.966,57.5695
707.736,307.577,699.893,307.577,715.578,307.577,707.736,302.984,707.736,312.171,57.1457
673.144,307.422,665.456,307.422,680.832,307.422,673.144,303.092,673.144,311.751,59.746
602.665,307.049,593.78,307.049,611.55,307.049,602.665,302.803,602.665,311.295,57.3354
566.779,306.875,558.572,306.875,574.986,306.875,566.779,302.711,566.779,311.038,56.5168
372.606,306.447,366.228,306.447,378.984,306.447,372.606,302.843,372.606,310.051,55.59
1075.41,307.967,1064.36,307.967,1086.45,307.967,1075.41,301.816,1075.41,314.117,58.3226
971.005,307.618,960.841,307.618,981.169,307.618,971.005,301.936,971.005,313.301,65.5696
915.811,307.637,905.8,307.637,925.823,307.637,915.811,302.317,915.811,312.958,66.8726
637.984,307.489,628.807,307.489,647.16,307.489,637.984,301.975,637.984,313.004,62.9043
442.81,306.345,434.324,306.345,451.296,306.345,442.81,301.809,442.81,310.881,58.9615
407.702,306.323,399.802,306.323,415.602,306.323,407.702,302.327,407.702,310.318,58.2672
531.742,306.513,521.264,306.513,542.22,306.513,531.742,300.817,531.742,312.208,66.3401
478.492,306.871,468.371,306.871,488.613,306.871,478.492,301.606,478.492,312.135,66.2342
337.322,305.562,328.631,305.562,346.012,305.562,337.322,300.901,337.322,310.223,50.462
302.226,305.292,294.163,305.292,310.289,305.292,302.226,300.954,302.226,309.629,50.8288
264.906,305.221,255.734,305.221,274.077,305.221,264.906,300.272,264.906,310.169,54.3459
228.353,305.115,219.702,305.115,237.004,305.115,228.353,300.303,228.353,309.927,55.2658
193.768,305.012,184.101,305.012,203.435,305.012,193.768,299.793,193.768,310.23,57.5865
157.256,304.295,148.803,304.295,165.71,304.295,157.256,299.763,157.256,308.828,52.7097
121.278,303.852,113.601,303.852,128.956,303.852,121.278,299.739,121.278,307.965,51.2742
84.997,303.273,75.9043,303.273,94.0897,303.273,84.997,298.223,84.997,308.322,63.3115
1288.85,287.32,1284.75,287.32,1292.95,287.32,1288.85,284.754,1288.85,289.885,48.4103
970.766,288.473,963.278,288.473,978.255,288.473,970.766,284.716,970.766,292.229,54.672
847.802,287.591,843.07,287.591,852.535,287.591,847.802,284.922,847.802,290.259,51.375
1359.78,287.471,1352.66,287.471,1366.9,287.471,1359.78,283.762,1359.78,291.18,50.069
1325.11,287.88,1317.02,287.88,1333.19,287.88,1325.11,283.801,1325.11,291.96,56.9848
1217.76,287.96,1209.77,287.96,1225.74,287.96,1217.76,283.807,1217.76,292.114,50.4126
1182,288.34,1172.54,288.34,1191.46,288.34,1182,283.635,1182,293.044,53.1088
1076.43,288.441,1067.42,288.441,1085.43,288.441,1076.43,283.921,1076.43,292.962,52.4545
1042.68,288.67,1034.91,288.67,1050.44,288.67,1042.68,284.612,1042.68,292.728,53.2422
1006.05,288.414,997.806,288.414,1014.3,288.414,1006.05,283.767,1006.05,293.062,54.5305
637.697,287.888,630.208,287.888,645.185,287.888,637.697,283.802,637.697,291.975,57.3033
602.931,287.684,596.032,287.684,609.83,287.684,602.931,284.07,602.931,291.298,54.89
567.461,287.541,559.533,287.541,575.39,287.541,567.461,283.759,567.461,291.323,54.9091
405.896,286.457,400.473,286.457,411.32,286.457,405.896,283.778,405.896,289.135,51.3768
1253.28,287.508,1244.82,287.508,1261.74,287.508,1253.28,283.048,1253.28,291.968,56.5775
1111.4,288.202,1101.66,288.202,1121.14,288.202,1111.4,283.115,1111.4,293.29,53.5274
917.953,287.469,909.848,287.469,926.058,287.469,917.953,283.126,917.953,291.812,56.6148
883.169,287.61,873.846,287.61,892.492,287.61,883.169,282.859,883.169,292.361,62.4706
777.361,287.539,769.692,287.539,785.03,287.539,777.361,283.066,777.361,292.011,56.0432
743.201,287.592,734.899,287.592,751.503,287.592,743.201,282.943,743.201,292.241,58.3067
672.774,287.705,664.325,287.705,681.224,287.705,672.774,283.161,672.774,292.249,58.6154
532.76,287.191,525.656,287.191,539.865,287.191,532.76,283.226,532.76,291.157,55.6522
1146.93,287.578,1135.9,287.578,1157.96,287.578,1146.93,281.972,1146.93,293.184,58.1724
811.967,287.318,803.055,287.318,820.879,287.318,811.967,282.334,811.967,292.303,60.6384
707.088,287.843,696.803,287.843,717.372,287.843,707.088,282.342,707.088,293.344,65.4254
476.013,286.431,467.792,286.431,484.235,286.431,476.013,281.878,476.013,290.984,56.0987
441.144,286.129,432.524,286.129,449.764,286.129,441.144,281.216,441.144,291.042,62.6802
370.329,285.528,361.63,285.528,379.027,285.528,370.329,280.887,370.329,290.169,60.6609
334.875,285.615,326.086,285.615,343.665,285.615,334.875,280.952,334.875,290.279,50.7977
299.522,285.843,289.949,285.843,309.096,285.843,299.522,280.778,299.522,290.908,53.768
193.444,285.002,184.655,285.002,202.234,285.002,193.444,280.803,193.444,289.2,52.3963
158.083,285,151.098,285,165.067,285,158.083,281.078,158.083,288.923,51.901
121.749,284.519,114.211,284.519,129.287,284.519,121.749,280.777,121.749,288.261,49.888
85.2011,284.362,78.3879,284.362,92.0143,284.362,85.2011,280.7,85.2011,288.023,50.5138
228.617,284.963,218.973,284.963,238.26,284.963,228.617,279.918,228.617,290.008,52.519
265.105,285.079,254.012,285.079,276.198,285.079,265.105,278.979,265.105,291.178,60.6115
1362.8,268.594,1356.7,268.594,1368.89,268.594,1362.8,265.094,1362.8,272.095,49.8068
1327.67,268.563,1321.2,268.563,1334.14,268.563,1327.67,264.968,1327.67,272.158,50.4608
1255.36,268.864,1247.1,268.864,1263.62,268.864,1255.36,264.686,1255.36,273.041,51.06
1219.42,268.469,1211.29,268.469,1227.54,268.469,1219.42,264.696,1219.42,272.241,50.6544
1077.98,268.091,1070.61,268.091,1085.34,268.091,1077.98,264.871,1077.98,271.311,46.8364
881.609,269.196,873.718,269.196,889.5,269.196,881.609,265.055,881.609,273.337,58.6212
635.317,267.581,630.016,267.581,640.618,267.581,635.317,264.89,635.317,270.272,51.0615
1291.29,269.011,1283.34,269.011,1299.24,269.011,1291.29,264.105,1291.29,273.916,58.7972
1007.18,268.148,999.481,268.148,1014.88,268.148,1007.18,264.033,1007.18,272.262,55.5669
971.688,268.629,962.705,268.629,980.671,268.629,971.688,263.95,971.688,273.308,58.1453
916.594,268.574,907.479,268.574,925.708,268.574,916.594,263.9,916.594,273.248,57.9618
811.987,268.866,803.262,268.866,820.712,268.866,811.987,264.469,811.987,273.262,57.3812
777.1,267.955,769.699,267.955,784.5,267.955,777.1,263.729,777.1,272.18,56.1
1183.91,268.469,1173.11,268.469,1194.72,268.469,1183.91,262.842,1183.91,274.096,60.4229
1148.16,268.247,1139.22,268.247,1157.1,268.247,1148.16,263.449,1148.16,273.044,51.4181
1112.51,268.23,1102.71,268.23,1122.31,268.23,1112.51,263.129,1112.51,273.332,57.5224
1042.63,268.38,1033.48,268.38,1051.77,268.38,1042.63,263.537,1042.63,273.223,57.0272
846.454,268.506,836.722,268.506,856.186,268.506,846.454,262.702,846.454,274.31,63.0089
671.052,267.563,661.762,267.563,680.343,267.563,671.052,262.884,671.052,272.242,61.0642
600.757,267.314,591.723,267.314,609.79,267.314,600.757,262.595,600.757,272.033,58.7722
565.057,267.028,556.916,267.028,573.198,267.028,565.057,262.86,565.057,271.196,54.9048
441.718,267.405,434.067,267.405,449.369,267.405,441.718,263.204,441.718,271.605,59.088
406.149,267.908,397.075,267.908,415.223,267.908,406.149,262.722,406.149,273.094,63.2953
370.892,266.815,362.735,266.815,379.048,266.815,370.892,262.674,370.892,270.956,57.6269
741.022,268.003,731.199,268.003,750.844,268.003,741.022,262.238,741.022,273.767,66.9143
705.653,267.067,697.229,267.067,714.076,267.067,705.653,262.468,705.653,271.665,56.3856
529.826,267.098,520.279,267.098,539.373,267.098,529.826,262.093,529.826,272.103,59.7436
476.169,266.834,468.276,266.834,484.062,266.834,476.169,262.378,476.169,271.29,58.0629
334.426,266.141,324.972,266.141,343.879,266.141,334.426,261.113,334.426,271.168,52.0688
193.178,264.331,187.733,264.331,198.623,264.331,193.178,261.243,193.178,267.42,48.1159
299.739,265.911,288.667,265.911,310.811,265.911,299.739,259.72,299.739,272.103,60.3907
263.445,264.578,254.608,264.578,272.282,264.578,263.445,259.828,263.445,269.328,51.4432
228.255,265.144,218.423,265.144,238.086,265.144,228.255,259.918,228.255,270.371,57.307
85.7816,264.412,77.7075,264.412,93.8556,264.412,85.7816,259.866,85.7816,268.958,54.1379
155.819,264.489,146.72,264.489,164.918,264.489,155.819,259.67,155.819,269.307,57.2928
120.973,263.794,113.502,263.794,128.444,263.794,120.973,259.349,120.973,268.238,51.1119
1291.35,249.361,1284.75,249.361,1297.94,249.361,1291.35,245.873,1291.35,252.849,51.0753
1255.95,249.084,1249.78,249.084,1262.11,249.084,1255.95,245.947,1255.95,252.222,49.1124
1363.33,249.009,1355.31,249.009,1371.35,249.009,1363.33,244.821,1363.33,253.198,57.931
1327.01,248.67,1319.94,248.67,1334.07,248.67,1327.01,245.003,1327.01,252.337,51.4615
1219.93,249.03,1212.78,249.03,1227.07,249.03,1219.93,245.042,1219.93,253.017,49.6923
1147.46,249.126,1138.81,249.126,1156.11,249.126,1147.46,244.077,1147.46,254.174,52.0698
1112.16,249.304,1103.17,249.304,1121.14,249.304,1112.16,244.541,1112.16,254.068,51.9278
846.348,249.353,836.466,249.353,856.229,249.353,846.348,243.701,846.348,255.006,52.9134
811.778,249.364,802.541,249.364,821.015,249.364,811.778,244.32,811.778,254.408,50.914
776.918,248.94,767.751,248.94,786.086,248.94,776.918,243.767,776.918,254.113,49.8182
1076.49,249.383,1065.79,249.383,1087.19,249.383,1076.49,243.36,1076.49,255.407,57.5312
1040.78,248.953,1030.45,248.953,1051.12,248.953,1040.78,243.634,1040.78,254.273,52.943
1005.74,248.485,996.255,248.485,1015.23,248.485,1005.74,243.073,1005.74,253.898,53.0469
916.373,250.016,904.037,250.016,928.709,250.016,916.373,243.275,916.373,256.758,59.193
881.483,248.585,871.161,248.585,891.804,248.585,881.483,243.029,881.483,254.141,53.0929
740.963,248.558,731.694,248.558,750.232,248.558,740.963,243.2,740.963,253.916,51.8235
706.231,248.359,697.002,248.359,715.46,248.359,706.231,242.89,706.231,253.828,52.1692
671.504,248.67,661.766,248.67,681.242,248.67,671.504,243.177,671.504,254.164,52.8738
406.403,247.388,397.591,247.388,415.215,247.388,406.403,242.743,406.403,252.033,51.5114
335.242,247.219,326.661,247.219,343.823,247.219,335.242,242.714,335.242,251.725,50.2692
969.765,248.692,957.704,248.692,981.826,248.692,969.765,241.691,969.765,255.693,59.3119
601.592,248.189,590.707,248.189,612.476,248.189,601.592,242.352,601.592,254.026,52.0853
442.417,247.145,432.753,247.145,452.082,247.145,442.417,241.973,442.417,252.317,52.681
371.142,246.7,363.533,246.7,378.751,246.7,371.142,242.276,371.142,251.124,50.8971
299.867,246.649,292.061,246.649,307.672,246.649,299.867,242.176,299.867,251.122,51.2734
266.475,246.562,257.881,246.562,275.069,246.562,266.475,241.921,266.475,251.202,50.2209
229.853,246.545,221.717,246.545,237.988,246.545,229.853,242.042,229.853,251.049,52.1892
634.708,247.969,623.259,247.969,646.156,247.969,634.708,241.327,634.708,254.61,56.6598
564.868,246.949,554.499,246.949,575.237,246.949,564.868,241.427,564.868,252.472,51.557
475.601,247.514,464.255,247.514,486.946,247.514,475.601,240.946,475.601,254.082,57.73
194.706,246.205,185.224,246.205,204.187,246.205,194.706,240.732,194.706,251.679,57.2206
158.372,245.419,150.082,245.419,166.661,245.419,158.372,240.976,158.372,249.863,51.4797
122.253,244.686,114.977,244.686,129.53,244.686,122.253,240.806,122.253,248.567,50.2034
530.105,246.707,517.982,246.707,542.229,246.707,530.105,240.034,530.105,253.379,60.7212
85.9158,244.182,76.8202,244.182,95.0113,244.182,85.9158,239.098,85.9158,249.265,61.533
1289.08,228.056,1285.19,228.056,1292.97,228.056,1289.08,225.89,1289.08,230.223,45.8919
1361.15,228.244,1355.26,228.244,1367.04,228.244,1361.15,225.141,1361.15,231.347,48.6533
1218.53,228.936,1210.86,228.936,1226.21,228.936,1218.53,224.933,1218.53,232.939,49.9524
1076.45,229.483,1068.1,229.483,1084.8,229.483,1076.45,224.875,1076.45,234.091,51.8199
1041.57,229.615,1032.71,229.615,1050.42,229.615,1041.57,224.937,1041.57,234.292,50.6364
971.294,229.52,962.019,229.52,980.568,229.52,971.294,224.77,971.294,234.27,50.2527
846.326,228.564,839.723,228.564,852.93,228.564,846.326,224.881,846.326,232.247,46.1731
1324.22,228.461,1316.03,228.461,1332.4,228.461,1324.22,224.043,1324.22,232.879,56.4667
1252.73,228.628,1244.56,228.628,1260.9,228.628,1252.73,224.097,1252.73,233.159,54.7551
1146.61,229.488,1135.18,229.488,1158.05,229.488,1146.61,223.851,1146.61,235.124,58.8321
1112.01,229.216,1102.53,229.216,1121.48,229.216,1112.01,224.115,1112.01,234.317,53.0207
1006.52,229.209,997.501,229.209,1015.54,229.209,1006.52,224.101,1006.52,234.317,50.8462
636.086,228.833,627.169,228.833,645.002,228.833,636.086,223.779,636.086,233.886,51.8057
601.892,228.725,592.41,228.725,611.375,228.725,601.892,223.782,601.892,233.668,50
566.177,228.703,556.979,228.703,575.375,228.703,566.177,223.795,566.177,233.611,50.0656
531.183,228.581,522.001,228.581,540.366,228.581,531.183,223.849,531.183,233.312,50.1038
407.066,227.222,400.907,227.222,413.226,227.222,407.066,223.712,407.066,230.733,47.046
915.932,228.672,906.016,228.672,925.849,228.672,915.932,223.145,915.932,234.199,51.7767
881.652,228.79,870.828,228.79,892.475,228.79,881.652,222.928,881.652,234.652,56.5039
810.979,228.598,800.153,228.598,821.806,228.598,810.979,222.812,810.979,234.385,55.8622
776.134,228.185,765.905,228.185,786.363,228.185,776.134,222.996,776.134,233.373,50.4978
671.637,228.411,661.62,228.411,681.654,228.411,671.637,222.981,671.637,233.842,52.9358
158.727,226.238,152.312,226.238,165.143,226.238,158.727,222.791,158.727,229.685,50.3187
1182.84,227.812,1173.06,227.812,1192.62,227.812,1182.84,221.757,1182.84,233.866,56.4414
739.892,227.957,729.318,227.957,750.465,227.957,739.892,222.077,739.892,233.838,54.2403
706.135,228.698,694.459,228.698,717.812,228.698,706.135,221.795,706.135,235.601,59.4281
478.181,227.118,468.911,227.118,487.452,227.118,478.181,221.875,478.181,232.36,50.5779
442.014,227.313,431.562,227.313,452.466,227.313,442.014,221.625,442.014,233.001,56.7652
336.438,226.696,327.642,226.696,345.234,226.696,336.438,222.067,336.438,231.325,51.0671
229.843,226.482,220.873,226.482,238.813,226.482,229.843,221.801,229.843,231.162,51.9497
194.695,226.021,187.212,226.021,202.177,226.021,194.695,221.944,194.695,230.099,51.3835
122.832,225.367,115.79,225.367,129.875,225.367,122.832,221.734,122.832,229.001,48.7807
86.5,225,80.7407,225,92.2593,225,86.5,221.828,86.5,228.172,48.9512
371.621,226.473,362.103,226.473,381.14,226.473,371.621,220.991,371.621,231.955,55.266
300.889,226.647,291.237,226.647,310.542,226.647,300.889,221.597,300.889,231.698,53.6939
265.556,226.191,254.668,226.191,276.445,226.191,265.556,220.564,265.556,231.818,58.7273
1361.64,209.31,1356.45,209.31,1366.84,209.31,1361.64,206.63,1361.64,211.989,49.375
1325.19,209.872,1319.14,209.872,1331.24,209.872,1325.19,206.433,1325.19,213.31,49.9884
1076.28,209.503,1070.42,209.503,1082.13,209.503,1076.28,205.89,1076.28,213.117,46.8851
1290.52,210,1282.63,210,1298.41,210,1290.52,205.107,1290.52,214.892,54.9155
1254.51,209.715,1246.72,209.715,1262.31,209.715,1254.51,205.313,1254.51,214.118,50.7552
1217.88,209.335,1210.56,209.335,1225.19,209.335,1217.88,205.359,1217.88,213.312,50.2231
1006.41,209.573,996.93,209.573,1015.89,209.573,1006.41,204.792,1006.41,214.354,50.7853
918.549,210.104,908.916,210.104,928.183,210.104,918.549,205.006,918.549,215.202,50.5561
884.144,209.823,874.898,209.823,893.39,209.823,884.144,204.712,884.144,214.935,52.0481
637.482,208.468,631.064,208.468,643.9,208.468,637.482,204.872,637.482,212.063,46.16
1147.7,208.567,1139.19,208.567,1156.22,208.567,1147.7,203.957,1147.7,213.177,49.9048
1112.19,209.743,1101.49,209.743,1122.89,209.743,1112.19,204.111,1112.19,215.375,59.097
848.307,210.117,837.067,210.117,859.548,210.117,848.307,203.91,848.307,216.323,55.3873
812.851,209.674,803.389,209.674,822.313,209.674,812.851,204.081,812.851,215.267,52.3024
